status,result_status,protocol_hash,specification_hash,run_id,model,input_family,outer_fold,pm,target_id,lag_seconds,context_windows,earliest_context_offset_seconds,threshold_hash,q_low,q_high,n_train,n_test,n_test_participants,training_time_seconds,validation_strategy,inner_group_overlap,outer_test_group_overlap,n_epochs_trained,best_epoch,participant_macro_balanced_accuracy,participant_valid_balanced_accuracy,participant_macro_f1,participant_valid_f1,participant_macro_roc_auc,participant_valid_roc_auc,participant_macro_pr_auc,participant_valid_pr_auc,participant_macro_low_recall,participant_valid_low_recall,participant_macro_high_recall,participant_valid_high_recall,participant_macro_precision,participant_valid_precision,participant_macro_accuracy,participant_valid_accuracy
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,a424955040e3a6e85716d720a65007299f4b04d9c71b71283556b37f2c75dcfe,torch_transformer__fold_02__interest__a424955040e3,torch_transformer,sequence_features,2,interest,target_interest,-10,8,-80,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,0.47714,0.52968,15828,3522,10,8.585476500011282,group_record,0,0,8,4,0.7400580727884282,10,0.7279398980190587,10,0.8386415044330647,10,0.8684163916560566,10,0.7287769828668018,10,0.7513391627100544,10,0.7457456613875515,10,0.7472019811381891,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,372cf01d64d497d935c06e462de93b6bdb2f4ff1ca2869ec7e068efc8c0f2e38,torch_transformer__fold_02__relaxation__372cf01d64d4,torch_transformer,sequence_features,2,relaxation,target_relaxation,-10,8,-80,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,0.256714,0.404291,15980,3722,10,9.57370360000641,group_record,0,0,9,5,0.8098173356139713,10,0.7902534573653487,10,0.9205839129109507,10,0.9003449594838852,10,0.8067653056525319,10,0.8128693655754109,10,0.8160088941917,10,0.8012108546123246,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,dce6bd8cb71298707331096e4f8d0cd3579d85ee06f23911ae832c3c404b4c46,torch_transformer__fold_02__stress__dce6bd8cb712,torch_transformer,sequence_features,2,stress,target_stress,-10,8,-80,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,0.396448,0.461981,15826,3270,10,5.976130199996987,group_record,0,0,5,1,0.7651765159524995,10,0.6835367036831997,10,0.8582284483139351,10,0.8932686296839674,10,0.8083476841987125,10,0.7220053477062863,10,0.7378448599720213,10,0.7098690487589348,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,86c5564b4c9ace111e3f697d68b5d10ae01b10e56108b36f110630fd84a2c9ef,torch_transformer__fold_03__attention__86c5564b4c9a,torch_transformer,sequence_features,3,attention,target_attention,-10,8,-80,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,0.407012,0.50364,15347,3930,11,5.985858800006099,group_record,0,0,5,1,0.6106601175787201,11,0.5810270120948536,11,0.703527393328292,11,0.772787081022092,11,0.5938759180559118,11,0.6274443171015286,11,0.6701509727195043,11,0.6375893750365322,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,97a03e208840cf606311d43cf9adb13952d5e13d3729de37f25906e48e17012e,torch_transformer__fold_03__engagement__97a03e208840,torch_transformer,sequence_features,3,engagement,target_engagement,-10,8,-80,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,0.5875743333333333,0.689116,15912,4066,11,7.139850100007607,group_record,0,0,6,2,0.714376640328227,11,0.7004242822317107,11,0.8220491855936259,11,0.7658242221200137,11,0.7259571827918236,11,0.7027960978646303,11,0.7375504408431066,11,0.744160139684016,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,43b5e607fde51c9bc486b7500e79de33cf5da35508db05701703c31eb552344d,torch_transformer__fold_03__excitement__43b5e607fde5,torch_transformer,sequence_features,3,excitement,target_excitement,-10,8,-80,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,0.19379133333333332,0.35695933333333324,16013,3821,11,7.28254429998924,group_record,0,0,6,2,0.7745717156057473,11,0.7456773890763007,11,0.9160945902877125,11,0.9369093527852086,11,0.81262956839806,11,0.7365138628134349,11,0.8139702640861372,11,0.7722183453744883,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,03cb6aaf4372e164b9666896a6be6c403e0226060e227d73b6c72efdb94315a9,torch_transformer__fold_03__focus__03cb6aaf4372,torch_transformer,sequence_features,3,focus,target_focus,-10,8,-80,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,0.3654773333333333,0.46152833333333326,15959,3980,11,8.105833900015568,group_record,0,0,7,3,0.7145533984711567,11,0.6934169495605221,11,0.900698265628074,11,0.9099101004834069,11,0.7247445893300398,11,0.7043622076122735,11,0.7935410988981428,11,0.7659259358775075,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,6d6da93dcac60bf357f2ffd075066ae89cf3ade43fe4861273f96da155ebdf72,torch_transformer__fold_03__interest__6d6da93dcac6,torch_transformer,sequence_features,3,interest,target_interest,-10,8,-80,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,0.480798,0.5285816666666666,15919,4304,11,6.339858500025002,group_record,0,0,5,1,0.6893808959245583,11,0.6503261399400277,11,0.7787744616602786,11,0.7978157379193909,11,0.6720901458715608,11,0.7066716459775558,11,0.7168497112136595,11,0.6834349411969037,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,0e79b82063b7de92d62ba71e51b5c7e8c413cebf86b35c4bdd8d494278ff5069,torch_transformer__fold_03__relaxation__0e79b82063b7,torch_transformer,sequence_features,3,relaxation,target_relaxation,-10,8,-80,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,0.25428966666666664,0.395869,16083,3843,11,7.038146800012328,group_record,0,0,6,2,0.7547374661670593,11,0.7286034214690589,11,0.8921576869950539,11,0.9078217651069781,11,0.8111278277036807,11,0.6983471046304377,11,0.7849810615835199,11,0.7468282843501565,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,76cb7fdeb9062653078decb46bf9c172cb04014027c0236180f6f856a8c29890,torch_transformer__fold_03__stress__76cb7fdeb906,torch_transformer,sequence_features,3,stress,target_stress,-10,8,-80,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,0.405259,0.460463,15906,4663,11,7.954751099983696,group_record,0,0,7,3,0.6860957626412263,11,0.62749445963097,11,0.7992180033085604,11,0.7927526142638364,11,0.7120652920346947,11,0.6601262332477579,11,0.6892402349297405,11,0.6512856443793716,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,796648cc151e9919a54e76606c24d0381c8d710de33aa2b1d033519a697c1f94,torch_transformer__fold_04__attention__796648cc151e,torch_transformer,sequence_features,4,attention,target_attention,-10,8,-80,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,0.410495,0.5079906666666667,15515,3735,10,6.253506300010486,group_record,0,0,5,1,0.6503058859380613,10,0.5877707654395797,10,0.7947818104284227,10,0.7441426898038676,10,0.7594907226882072,10,0.5411210491879154,10,0.6750980967818034,10,0.6315055165083473,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,d386ec677bff3c720a3af0416ccf2a9398a7af189a1be630a4d36c42841b6e1e,torch_transformer__fold_04__engagement__d386ec677bff,torch_transformer,sequence_features,4,engagement,target_engagement,-10,8,-80,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,0.5819393333333334,0.6880023333333333,16064,3558,10,6.368259999988368,group_record,0,0,5,1,0.6676135377594149,10,0.6087096354537206,10,0.8189566426895759,10,0.7529315805479857,10,0.5982611830911545,10,0.7369658924276756,10,0.7067749295939753,10,0.6787607607176965,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,7c1d9e3d5b3481c74933f0d764ccd7c3cc268c026396929a85ce9aeedd7fbd1b,torch_transformer__fold_04__excitement__7c1d9e3d5b34,torch_transformer,sequence_features,4,excitement,target_excitement,-10,8,-80,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,0.198937,0.36487366666666665,16155,3831,10,7.141662599984556,group_record,0,0,6,2,0.8416791771655795,10,0.8503528911152447,10,0.9490103964877916,10,0.9412362028947335,10,0.8981291208665674,10,0.7852292334645921,10,0.8741142904048471,10,0.8768300541463369,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,7011aaa4fbcf95d1cb947e4cb681eeb11344dfe7aedbcdbd2f403db564d7bf3c,torch_transformer__fold_04__focus__7011aaa4fbcf,torch_transformer,sequence_features,4,focus,target_focus,-10,8,-80,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,0.365106,0.46338333333333337,16133,3628,10,6.280026599997655,group_record,0,0,5,1,0.7289676383612207,10,0.7158837131531964,10,0.8708986831671848,10,0.8613467736707126,10,0.8247565442501428,10,0.6331787324722985,10,0.7738981019032464,10,0.78907995447379,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,5ce7774abe523902631b067e66525b52649422bb038b45ddbba3ca56c6806d36,torch_transformer__fold_04__interest__5ce7774abe52,torch_transformer,sequence_features,4,interest,target_interest,-10,8,-80,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,0.4793536666666667,0.5286693333333333,16103,3848,10,7.171294700005092,group_record,0,0,6,2,0.7290651202317173,10,0.6868780962424645,10,0.8195098010643372,10,0.8475428780532657,10,0.707121902782658,10,0.7510083376807768,10,0.7096616594264613,10,0.7168455970146261,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,bcfd3fdfdec5a21bf6af82a62b1d1d5250d7779cbd30765f1cff9d737a2e93ca,torch_transformer__fold_04__relaxation__bcfd3fdfdec5,torch_transformer,sequence_features,4,relaxation,target_relaxation,-10,8,-80,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,0.259306,0.403906,16262,3700,10,7.190854299988132,group_record,0,0,6,2,0.784170535139934,10,0.7752849604436494,10,0.9005807485727155,10,0.8727284687364204,10,0.7987971066447656,10,0.7695439636351022,10,0.8078949799715828,10,0.7954493837112276,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,b79f3f47ea311cbb18440b8025b760bf369fe237aff235c7bc4bc67c36caf5d8,torch_transformer__fold_04__stress__b79f3f47ea31,torch_transformer,sequence_features,4,stress,target_stress,-10,8,-80,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,0.39695366666666665,0.46365033333333333,16089,2854,10,6.19793630001368,group_record,0,0,5,1,0.7281569473605806,10,0.6403146396142472,10,0.8397206858563978,10,0.8818971939437776,10,0.8103265085748352,10,0.6459873861463257,10,0.7169430516713341,10,0.6591447270894502,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,5b675f272b62eb1d6c9b56245722b6a594b28d1d31e3beb2c6666b444ce0eef4,torch_transformer__fold_05__attention__5b675f272b62,torch_transformer,sequence_features,5,attention,target_attention,-10,8,-80,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,0.408289,0.5064886666666667,15464,3698,11,6.061484100006055,group_record,0,0,5,1,0.6920974197413524,11,0.5968824114226634,11,0.7523451757349653,10,0.6944706851193214,10,0.6460525380176475,10,0.7059652594666616,11,0.6515885296772619,11,0.6827356771364569,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,5392d22ddc985ce409265152008facb47cd9333d9b2552de40a8189427a04494,torch_transformer__fold_05__engagement__5392d22ddc98,torch_transformer,sequence_features,5,engagement,target_engagement,-10,8,-80,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,0.5812246666666667,0.6832976666666667,15946,4097,11,6.202079899987439,group_record,0,0,5,1,0.7033643846281206,11,0.6329893964901028,11,0.8348054560896297,11,0.7689399172071998,11,0.8098582841414618,11,0.5968704851147795,11,0.7390240869732367,11,0.66831584011266,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,f4d9140d88771381a437434985456482f1015af89c3892ec8081171486921654,torch_transformer__fold_05__excitement__f4d9140d8877,torch_transformer,sequence_features,5,excitement,target_excitement,-10,8,-80,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,0.196205,0.361125,16082,3779,11,7.146346800000174,group_record,0,0,6,2,0.8256930002631222,11,0.8053221704379617,11,0.9280799811207966,11,0.9217087654937809,11,0.7949150937346009,11,0.8564709067916433,11,0.8264150179668129,11,0.8329105406164768,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,6aa3112395b3f07b05deded0690b82a41cbb25c390ec91599d20f5abbf598d85,torch_transformer__fold_05__focus__6aa3112395b3,torch_transformer,sequence_features,5,focus,target_focus,-10,8,-80,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,0.367191,0.4675926666666666,16052,3610,11,7.171400399995036,group_record,0,0,6,2,0.7442084654611709,11,0.6788086373942221,11,0.8922033047023331,11,0.8591216290586128,11,0.5949692290936898,11,0.8934477018286522,11,0.7235860020905593,11,0.7085592704581294,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,b82104e0c73d3e84cc40b413fdb1dce1b505d744c8a94e0755c7a1506a58e398,torch_transformer__fold_05__interest__b82104e0c73d,torch_transformer,sequence_features,5,interest,target_interest,-10,8,-80,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,0.47852433333333333,0.529754,15993,3633,11,9.539890799991554,group_record,0,0,9,5,0.6881089635583991,11,0.586203054653534,11,0.8719597931354857,10,0.8607118774887184,10,0.813785867994363,10,0.6277545839184595,11,0.7092906762576151,11,0.6052066927031232,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,44b944dbf15290d7cc61ce2eb32475ffcec97be7a80a5ef6bfaaab760237c944,torch_transformer__fold_05__relaxation__44b944dbf152,torch_transformer,sequence_features,5,relaxation,target_relaxation,-10,8,-80,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,0.256914,0.3938446666666667,16144,4084,11,8.104959099990083,group_record,0,0,7,3,0.7462742024338082,11,0.7307205872118389,11,0.8971011591935502,11,0.9084294270010318,11,0.7773162920187455,11,0.7152321128488709,11,0.8270442295541133,11,0.7824714089395848,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,f84f2009c21afa1b2b82b2b77523e04413ce247096a3f611624d22b26be0208a,torch_transformer__fold_05__stress__f84f2009c21a,torch_transformer,sequence_features,5,stress,target_stress,-10,8,-80,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,0.4021516666666667,0.4598493333333333,15978,4206,11,6.29909710001084,group_record,0,0,5,1,0.718825228855566,11,0.6764854720211128,11,0.8406963031233016,11,0.8796209231381699,11,0.5971699941216412,11,0.8404804635894908,11,0.7222647714268201,11,0.750395455363178,11
